"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1",34.3342812144863,-3.54603069186907,0.525690717625128,2.31156953215297e-13,8.2222528258681e-10
"2",16.7287925959682,-4.50895763612884,0.69454511915753,6.19323388545593e-13,1.10146664652834e-09
"3",8.81859241586605,-3.40806764332899,0.651630713570456,6.053639144221e-09,7.17759814533136e-06
"4",56.9411028792963,2.42960354195795,0.58558245022194,4.85072343333334e-07,0.000345080465047334
"5",6.49395568083261,-3.2291007033285,0.73334102225974,4.81430272431648e-07,0.000345080465047334
"6",1182.1957166422,2.32975034938636,0.542318154491967,6.43013259412788e-07,0.000381199693955215
"7",78.5351434104193,2.35555365812589,0.593982247266149,1.31760909811634e-06,0.00066953365171426
"8",24.6966613798896,-1.63077111183942,0.408161415375514,1.98099922650294e-06,0.000880801781083868
"9",19.1682437305441,-1.87049321164612,0.491276816348776,2.41355413134408e-06,0.000953890227243433
"10",4.79555487503315,-2.95006618763147,0.74608661683785,4.03419349990721e-06,0.001434962627917
"11",123538.536124615,1.89310832918338,0.513851586241187,1.21386779861141e-05,0.00392520705423708
"12",13.1965544197485,1.77239711324645,0.503935022872997,1.71018601117527e-05,0.00506927636812537
"13",1658.09441295827,1.8314956063928,0.55092738385185,3.17624431202922e-05,0.00869069309068304
"14",4.04654309198769,-2.82698627723702,0.838819883113638,3.65491213561716e-05,0.00900084163047205
"15",5.11845487037806,2.54966352332701,0.752121956895049,3.79568806457916e-05,0.00900084163047205
"16",5.08219919484869,-2.25004047492629,0.673744856483311,4.09992519818325e-05,0.00911464620621115
"17",1145.19498741416,1.90876335625602,0.611181659121906,5.73846368491437e-05,0.0120068913689649
"18",475.272524632289,1.22505628989013,0.397735109767961,8.20460796239412e-05,0.0162132169567977
"19",7.0443511414331,-1.81006635889219,0.605025954741136,9.0865943998186e-05,0.0170110612000815
"20",10.153929595324,-1.63529203191152,0.552198891597691,9.6374432838017e-05,0.0171401928802413
"21",1049.36835763024,1.18171325062719,0.396635450096939,0.000108696322036428,0.0175742189765261
"22",8.20445649217333,-1.66257181039281,0.577102795785535,0.000103913972364917,0.0175742189765261
"23",52.7960782073218,1.26172111586652,0.435364580471789,0.000121092525508179,0.0183875870601108
"24",113.843184814036,1.30525685964899,0.445236800759919,0.000124065810920061,0.0183875870601108
