"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1",54.5455741809628,3.37002657912547,0.361474634786491,8.55769760023739e-22,3.93055050778903e-18
"2",16.7287925959682,-4.07610788279896,0.639235750478538,2.96724987176732e-12,6.81428933051364e-09
"3",2065.2582765792,2.95967601763641,0.476738689799282,1.51963708246488e-11,2.32656437325373e-08
"4",8.04910332169545,3.40823164137183,0.608183048747478,3.19536671380002e-09,3.66907982912087e-06
"5",12.3867945560672,-2.72434039593164,0.562746787146066,3.63649868555598e-08,3.34048769255172e-05
"6",13.3865633609672,-2.00313496551339,0.41152723572768,8.627779943993e-08,6.60456554712664e-05
"7",25.3205586092584,-2.0796337076112,0.451506290748831,1.1324007813888e-07,7.4301668413125e-05
"8",1637.44682441538,-1.70953314642352,0.365064824843733,1.48574591577215e-07,8.53003873892686e-05
"9",67.5647958508477,4.26648294387503,0.96986421354224,2.08638364219122e-07,9.85361659246834e-05
"10",160.297909977464,-1.44651822518252,0.314868309071094,2.14535523458923e-07,9.85361659246834e-05
"11",75.8905410417243,-1.74456509769804,0.393612611009074,4.21317859571069e-07,0.00017591935718272
"12",56.6961780190653,-1.64548572338151,0.380791690280871,6.1450641015205e-07,0.000235202328485697
"13",117.770934115948,1.68847744881208,0.41317447279685,1.32247816127997e-06,0.000467241707289147
"14",13.991690622804,5.31841293859044,1.30970137936649,2.13684042306773e-06,0.000701036290225007
"15",5.36380701496896,2.88310502385635,0.689467508519667,2.90360164424139e-06,0.000889082823466712
"16",20.4608219937726,5.03137150512099,1.29131148654104,3.30654918726084e-06,0.000893351789240533
"17",2.18523701405542,5.72129162315526,2.42750270025814,3.27113952278233e-06,0.000893351789240533
"18",7.16331204189594,2.20473315838667,0.553064547537104,4.4730583120015e-06,0.00108130299089594
"19",8.1759899219989,2.09414584027663,0.529972269568041,4.38596718297833e-06,0.00108130299089594
"20",25.5692625275494,-2.00703284129956,0.5641865678486,4.99309576228687e-06,0.0010920613731516
"21",28.4731894890046,3.68803890274555,0.972273955769303,4.86838748286632e-06,0.0010920613731516
"22",13.6912817906842,1.72214523013998,0.447250995439782,5.67351907545894e-06,0.00114897340931057
"23",24.4050635558496,1.81250146836927,0.483982529915994,6.01691816416991e-06,0.00114897340931057
"24",7.52492918008227,1.95383626788668,0.498897631188944,6.20389883190963e-06,0.00114897340931057
"25",2.2244541118678,5.67208418885812,2.44661721505717,6.25393756428571e-06,0.00114897340931057
"26",2.23714071239209,-5.91025514439999,2.52118748137134,6.5782927561382e-06,0.0011620807164978
"27",9.79975201626596,-2.15706153688182,0.595022749593734,7.54304654954697e-06,0.00128315602970627
"28",5.47910306266274,-2.40109080344878,0.629120263942373,8.21895693804661e-06,0.001348202472016
"29",4.31070279161721,-2.82286160833041,0.739242000227378,8.89692045630158e-06,0.00140908812606183
"30",8.80706810085066,1.72462093398133,0.455322097111186,9.3506773554854e-06,0.00143158870312481
"31",305.965039432458,-1.45835240624661,0.398528894517237,1.19545547725596e-05,0.00177120226033439
"32",283.13470316915,-1.53479897347353,0.426530537013506,1.40800877758906e-05,0.0020209325985833
"33",28.8053576125477,-1.37482482249256,0.379112914682227,1.72312735007784e-05,0.00239827997542652
"34",6.49395568083261,-2.44379598106748,0.678737218766413,1.77888184456387e-05,0.00240306009178879
"35",2.83133679894804,4.26930589984119,1.42848756919025,2.32500585953431e-05,0.00305107197509745
"36",6.33629725633448,-1.94049284851393,0.561013059346763,2.40225730685e-05,0.00306487994732279
"37",25.1157395989396,-1.53631459437365,0.465745576993476,2.67084334557049e-05,0.00322820618058033
"38",8.24011525203884,-1.74365287957847,0.495774103330076,2.64698501400274e-05,0.00322820618058033
"39",2.68759607478992,3.60830686721395,1.09825958537841,3.11666045965965e-05,0.00367046704902994
"40",13.3998410152034,-1.61040372637709,0.503048766496117,4.31616868086174e-05,0.00495604068779949
"41",4.25878190954338,-2.60094268230132,0.78198379669266,5.18251539762925e-05,0.00580568127349053
"42",5.08219919484869,-2.17449508280245,0.66140361647273,5.42630943226297e-05,0.00593405695771043
"43",19.5182939640407,-1.28466903032218,0.394425759097907,5.70276210716639e-05,0.00609134566470121
"44",18.1873996710858,-1.53774853770145,0.507602742291989,6.7244030425005e-05,0.00701935981231927
"45",73.6348564676889,-0.965082648931896,0.29055569286299,7.21827966628255e-05,0.00736745744605239
"46",6.68820535588613,1.7705707605711,0.550771028503166,7.40298720051344e-05,0.00739172178520831
"47",67.4430154172277,3.20474698112084,1.07135393832631,7.98956352938695e-05,0.00780767346605835
"48",4.26434526832031,2.36724603420371,0.732082315774178,8.90696150766977e-05,0.00818193484094545
"49",90.1437609422546,3.53528976057975,1.21255775349114,8.57422568390253e-05,0.00818193484094545
"50",17.0705580815662,-1.52558842157736,0.538101036916763,8.85162256787982e-05,0.00818193484094545
"51",2.7459050696393,3.262208910724,1.12107503380087,0.000114219655058802,0.0100886706862515
"52",34.3342812144863,-1.58805860682042,0.537542479137623,0.000113158953943448,0.0100886706862515
"53",5945.9047612748,-1.21752617503779,0.40284401294123,0.000120188410265984,0.0104155729877672
"54",11.6054268790544,-1.32268510108666,0.444025066031929,0.000163803696849569,0.0138551780964907
"55",6.14174248648742,-1.78694445800582,0.631639063844379,0.000165912213217285,0.0138551780964907
"56",3.3574203596595,-2.36680271477941,0.792081047960448,0.000169386248618414,0.0138926971411495
