"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030532","small nuclear ribonucleoprotein complex","3/24","106/19944",0.0283018867924528,23.5188679245283,8.06875895953126,0.000272299192710383,0.00877000306140605,0.00667816582503484,"RN7SK/RNVU1-17/RNU5A-1",3
"GO:0120114","Sm-like protein family complex","3/24","118/19944",0.0254237288135593,21.1271186440678,7.6113423735838,0.0003731916196343,0.00877000306140605,0.00667816582503484,"RN7SK/RNVU1-17/RNU5A-1",3
